1124073472,524288,us
1124597760,262144,us
1124859904,131072,us
1124990976,32768,us
1125023744,8192,us
1125031936,8192,us
1125040128,8192,us
1125048320,8192,us
1125056512,65536,us
1125122048,131072,us
1125253120,131072,us
1125384192,4096,us
1125388288,4096,us
1125392384,4096,us
1125396480,4096,us
1125400576,16384,us
1125416960,8192,us
1125425152,8192,us
1125433344,8192,us
1125441536,8192,us
1125449728,4096,us
1125453824,4096,us
1125458944,256,us
1125459200,256,us
1125462016,4096,us
1125466112,8192,us
1125474304,4096,ca
1125478400,4096,us
1125482496,4096,us
1125486592,4096,ca
1125490688,1024,us
1125491712,512,us
1125492224,256,us
1125492480,256,us
1125492736,1024,us
1125493760,1024,us
1125494784,2048,us
1125496832,256,us
1125497088,256,us
1125497344,512,us
1125497856,1024,us
1125498880,8192,ca
1125507072,8192,ca
1125515264,4096,us
1125519360,4096,us
1125523456,8192,us
1125531648,4096,ca
1125535744,4096,ca
1125539840,4096,ca
1125543936,2048,us
1125548032,4096,ca
1125552128,4096,us
1125556224,4096,us
1125560320,4096,us
1125564416,4096,us
1125568512,4096,us
1125572608,4096,ca
1125576704,4096,us
1125580800,8192,us
1125588992,4096,us
1125593088,4096,us
1125597184,4096,us
1125601280,4096,us
1125605376,8192,us
1125613568,4096,ca
1125617664,4096,us
1125621760,8192,us
1125629952,4096,us
1125634048,4096,us
1125638144,8192,us
1125646336,524288,us
1126170624,262144,us
1126432768,262144,us
1126694912,131072,us
1126825984,65536,us
1126891520,4096,us
1126895616,4096,us
1126899712,4096,us
1126903808,4096,us
1126907904,4096,us
1126912000,4096,us
1126916096,4096,us
1126920192,4096,us
1126924288,4096,ca
1126928384,4096,us
1126932480,4096,us
1126936576,4096,us
1126940672,4096,us
1126944768,4096,us
1126948864,4096,ca
1126952960,4096,us
1126957056,262144,us
1127219200,131072,us
1127350272,131072,us
1127481344,131072,us
1127612416,32768,us
1127645184,32768,us
1127677952,16384,ca
1127694336,16384,us
1127710720,32768,us
1127743488,131072,us
1127874560,8192,us
1127882752,8192,us
1127890944,8192,us
1127899136,4096,us
1127903232,4096,us
1127907328,8192,us
1127915520,8192,us
1127923712,8192,ca
1127931904,8192,us
1127940096,16384,us
1127956480,8192,us
1127964672,4096,us
1127968768,4096,us
1127972864,16384,us
1127989248,4096,us
1127993344,4096,us
1127997440,8192,us
1128005632,131072,us
1128136704,65536,us
1128202240,8192,us
1128210432,4096,us
1128214528,4096,us
1128218624,16384,us
1128235008,8192,us
1128243200,4096,us
1128247296,4096,us
1128251392,16384,us
1128267776,262144,us
1128529920,262144,ca
1128792064,262144,us
1129054208,131072,us
1129185280,131072,us
1129316352,524288,us
1129840640,524288,us
1130364928,262144,us
1130627072,262144,us
1130889216,524288,us
1131413504,1048576,us
1132462080,524288,us
1132986368,262144,us
1133248512,131072,us
1133379584,131072,us
1133510656,262144,us
1133772800,65536,us
1133838336,65536,us
1133903872,65536,us
1133969408,65536,us
1134034944,262144,us
1134297088,131072,us
1134428160,8192,us
1134436352,4096,us
1134440448,4096,us
1134444544,4096,ca
1134452736,8192,us
1134460928,16384,us
1134477312,8192,us
1134485504,4096,us
1134489600,4096,us
1134493696,16384,us
1134510080,16384,us
1134526464,8192,us
1134534656,8192,us
1134542848,4096,us
1134546944,4096,ca
1134551040,8192,us
1134559232,2097152,us
1136656384,65536,us
1136721920,65536,ca
1136787456,65536,us
1136852992,65536,us
1136918528,65536,us
1136984064,65536,us
1137049600,32768,us
1137082368,32768,us
1137115136,32768,us
1137147904,8192,us
1137156096,8192,us
1137164288,16384,us
1137180672,32768,us
1137213440,32768,us
1137246208,16384,us
1137262592,16384,us
1137278976,16384,ca
1137295360,16384,us
1137311744,16384,us
1137328128,16384,us
1137344512,8192,us
1137352704,4096,us
