3036676096,1048576,ar
3037724672,16384,ar
3037741056,16384,ar
3037757440,32768,ar
3037790208,65536,ve
3037855744,131072,ve
3037986816,262144,ar
3038248960,262144,ar
3038511104,262144,ar
3038773248,131072,co
3038904320,131072,ve
3039035392,131072,do
3039166464,65536,pa
3039232000,65536,ec
3039297536,65536,py
3039363072,16384,bz
3039379456,16384,gy
3039395840,16384,bz
3039412224,8192,cl
3039420416,8192,ar
3039428608,65536,cl
3039494144,65536,cl
3039559680,131072,ar
3039690752,131072,ar
3039821824,524288,co
3040346112,524288,co
3040870400,131072,pe
3041001472,131072,pe
3041132544,131072,co
3041263616,131072,co
3041394688,262144,cl
3041656832,131072,br
3041787904,131072,ar
3041918976,1048576,ar
3042967552,1048576,ar
3044016128,65536,ec
3044081664,65536,ec
3044147200,8192,gt
3044155392,4096,ar
3044159488,2048,ar
3044161536,1024,hn
3044162560,1024,ar
3044163584,8192,bo
3044171776,8192,bo
3044179968,8192,ar
3044188160,8192,bo
3044196352,8192,ar
3044204544,2048,ar
3044206592,2048,cl
3044208640,4096,bz
3044212736,32768,hn
3044245504,32768,bo
3044278272,65536,ar
3044343808,65536,ar
3044409344,8192,ar
3044417536,8192,pa
3044425728,16384,ar
3044442112,4096,ar
3044446208,4096,co
3044450304,4096,cl
3044454400,4096,ar
3044458496,4096,ar
3044462592,4096,ar
3044466688,8192,ar
3044474880,65536,ar
3044540416,262144,py
3044802560,262144,py
3045064704,524288,co
3045588992,524288,co
3046113280,524288,co
3046637568,524288,co
3047161856,131072,cl
3047292928,131072,cl
3047424000,262144,ar
3047686144,262144,ar
3047948288,131072,cl
3048079360,16384,co
3048095744,16384,gt
3048112128,8192,ar
3048120320,1024,py
3048121344,1024,pa
3048122368,1024,cr
3048123392,1024,ar
3048124416,2048,ar
3048126464,2048,ve
3048128512,4096,ar
3048132608,4096,cr
3048136704,4096,cr
3048140800,4096,cr
3048144896,65536,ec
3048210432,65536,pe
3048275968,16384,ar
3048292352,16384,bz
3048308736,16384,bo
3048325120,2048,ar
3048327168,2048,ar
3048329216,2048,ar
3048331264,1024,gy
3048332288,1024,cl
3048333312,8192,pe
3048341504,65536,pa
3048407040,32768,pa
3048439808,32768,pa
3048472576,262144,ve
3048734720,262144,ve
3048996864,32768,tt
3049029632,16384,bo
3049046016,16384,ec
3049062400,16384,cr
3049078784,16384,cr
3049095168,1024,gt
3049096192,1024,gt
3049097216,1024,gt
3049098240,1024,gt
3049099264,4096,gt
3049103360,4096,ar
3049107456,4096,sv
3049111552,8192,ar
3049119744,8192,hn
3049127936,65536,cl
3049259008,8192,ar
3049267200,8192,ar
3049275392,4096,ar
3049279488,4096,ar
3049291776,32768,co
3049324544,65536,cr
3049390080,131072,cr
3049521152,65536,ec
3049586688,32768,pa
3049619456,16384,pa
3049635840,16384,ar
3049652224,65536,ec
3049717760,32768,ec
3049750528,4096,pe
3049754624,4096,ar
3049758720,4096,ar
3049762816,4096,hn
3049766912,8192,co
3049775104,8192,pa
3049783296,262144,cl
3050045440,262144,co
3050307584,32768,ve
3050340352,32768,ve
3050373120,32768,ar
3050405888,32768,gt
3050438656,65536,hn
3050504192,65536,ec
3050569728,65536,cl
3050635264,65536,br
3050700800,131072,cl
3050831872,524288,br
3051356160,8192,cr
3051364352,8192,cr
3051372544,8192,cr
3051380736,8192,ar
3051388928,8192,pa
3051397120,1024,co
3051398144,1024,ar
3051399168,1024,do
3051400192,1024,ec
3051401216,2048,ar
3051403264,2048,ar
3051405312,2048,cr
3051407360,1024,pe
3051408384,1024,do
3051409408,2048,ar
3051411456,2048,cr
3051413504,8192,pe
3051421696,8192,ar
3051429888,8192,ve
3051438080,4096,co
3051442176,4096,co
3051446272,4096,co
3051450368,4096,cl
3051454464,2048,sv
3051456512,1024,ar
3051457536,1024,cl
3051458560,2048,cl
3051462656,8192,pe
3051470848,8192,ar
3051479040,8192,cu
3051487232,65536,cl
3051552768,65536,bo
3051618304,131072,ar
3051749376,131072,ar
3051880448,32768,co
3051913216,16384,cr
3051929600,16384,cr
3051945984,16384,cr
3051962368,16384,cr
3051978752,4096,cr
3051982848,1024,cr
3051983872,1024,br
3051984896,2048,cr
3051986944,8192,cr
3051995136,16384,pe
3052011520,131072,co
3052142592,131072,co
3052273664,131072,ar
3052404736,1048576,co
